item,itemLabel,startDate,endDate,psid
Q115881,Karin Keller-Sutter,2017-11-27,2018-11-26,Q115881-4BBED9A3-218F-4142-B749-659258661238
Q115926,Peter Bieri,2006-12-04,2007-12-03,Q115926-825F59B5-C13E-4354-8393-1D101EBF6CA0
Q116475,Hannes Germann,2013-11-24,2014-11-24,Q116475-938EBA73-CD5B-4F2C-B45C-F56305314577
Q116957,Emil Welti,1866-01-01,1866-01-01,Q116957-154F202A-BC21-4FA9-B439-2882FA401EEA
Q117999,Augustin Keller,1871-01-01,1871-01-01,Q117999-6252BB61-ED14-47E1-A6EB-8A933DB369FA
Q118343,Raphaël Comte,2015-11-30,2016-11-28,Q118343-443B96FA-ECFA-40D2-A7CE-156084F3FADD
Q118349,Alex Kuprecht,2020-11-30,2021-11-29,Q118349-3D9735B8-A199-4E40-AFEC-FCB90EE64164
Q118387,Jean-René Fournier,2018-11-26,2019-12-01,Q118387-C76D5689-FB6A-417C-91AB-2DDAD76153FD
Q122852,Hans Stöckli,2019-12-02,2020-11-30,Q122852-1FA8C7D3-F56D-4972-95C0-5DDEB6EC38E0
Q123939,Alain Berset,2008-12-01,2009-11-23,Q123939-41458184-FECF-4065-8958-D065E3DCE288
Q1252447,Gottfried Keller,1925-01-01,1926-01-01,Q1252447-79F50A38-4944-4C82-94DF-272B4D4842A9
Q1398927,Jost Dillier,1981-11-30,1982-04-25,Q1398927-58795A90-8648-423C-BE8F-DB1BD7F7B2F4
Q16021674,Thomas Hefti,2021-11-29,,Q16021674-dab52ef3-422a-3218-925c-0cff9a5dd125
Q1877638,Luregn Mathias Cavelty,1989-11-27,1990-11-26,Q1877638-C91AD28C-B10F-4872-9146-52E77336403F
Q2651037,Alphons Koechlin,1874-01-01,1875-01-01,Q2651037-1B3294FD-EFBA-48A5-954A-995EDB01BF29
Q3185491,Joseph Piller,1945-01-01,1946-01-01,Q3185491-32B7F33A-7B7A-46F3-81D2-DF771B831ED2
Q380083,Jonas Furrer,1848-01-01,1861-01-01,Q380083-1C37F890-B48A-4516-8876-858CDE437F40
Q693332,Ivo Bischofberger,2016-11-28,2017-11-26,Q693332-AF65A2AE-0A12-43E1-89FD-42E67BE2C022
